Date,ID,TER,RIP,CO2_flux,internal,RC
2025-04-17T00:00:00Z,5,0.4026001515518416,0.29381473552368775,NA,NA,NA
2025-04-17T00:00:00Z,9,0.00931591262512312,0.012599856077528839,NA,NA,NA
2025-04-17T00:00:00Z,6,0.06063143975753634,0.5365240982117064,NA,NA,NA
2025-03-12T00:00:00Z,6,0.35256007858132016,2.0252812928971253,24.91235274265991,9.455863887806998,11.481145180704123
2025-03-12T00:00:00Z,9,0.07822637553416421,0.07853199396186883,11.317107827938525,9.242250531133475,9.320782525095344
2025-01-30T00:00:00Z,9,1.7606347428977815,2.4290182210437896,NA,NA,NA
2025-01-30T00:00:00Z,5,6.591944167715344,11.006251439915372,30.940514453496487,16.921368619907827,27.927620059823198
2025-01-10T00:00:00Z,5,5.421123823341151,6.161718633259246,NA,NA,NA
2025-01-10T00:00:00Z,9,0.7729272824999286,1.2205739705800025,1.167391097053061,1.4576084925667068,2.678182463146709
2024-12-09T00:00:00Z,5,4.249571896898253,5.75691303890304,NA,NA,NA
2024-12-09T00:00:00Z,9,0.26264995687960113,0.8819304913095073,0.697027342797067,0.8572573122148519,1.7391878035243593
2024-11-01T00:00:00Z,6,8.455988630696588,19.906453912428148,NA,NA,NA
2025-03-12T00:00:00Z,5,NA,1.693590327266206,NA,NA,NA
2025-01-30T00:00:00Z,6,NA,6.4020695274448,20.620889795798043,8.638801878405511,15.04087140585031
2025-01-10T00:00:00Z,6,NA,16.50195813548055,NA,NA,NA
2024-12-09T00:00:00Z,6,NA,10.29477587841953,NA,NA,NA
2024-11-01T00:00:00Z,9,NA,3.7014836681311998,4.709032943850521,4.463568591786256,8.165052259917456
2024-11-01T00:00:00Z,5,NA,1.8955284167896584,8.86350944424038,5.201557579639753,7.097085996429412
