"TOA5","GasDome","CR1000X","22892","CR1000X.Std.04.02","CPU:10022024.CR1X","50169","Test"
"TIMESTAMP","RECORD","BattV_Min","PTemp_C","CO2"
"TS","RN","Volts","Deg C","ppm"
"","","Min","Smp","Smp"
"2024-11-21 09:58:50",3494,12.77,18.77,66.05049
"2024-11-21 09:59:00",3495,12.76,18.78,68.60136
"2024-11-22 09:32:50",3496,12.54,5.097,1.80715
"2024-11-22 09:33:00",3497,12.56,5.116,53.42587
"2024-11-22 09:33:10",3498,12.57,5.137,73.71403
"2024-11-22 09:33:20",3499,12.56,5.161,78.75417
"2024-11-22 09:33:30",3500,12.55,5.188,76.16771
"2024-11-22 09:33:40",3501,12.55,5.218,76.22541
"2024-11-22 09:33:50",3502,12.53,5.251,76.23776
"2024-11-22 09:34:00",3503,12.53,5.287,78.73141
"2024-11-22 09:34:10",3504,12.53,5.325,81.26928
"2024-11-22 09:34:20",3505,12.52,5.364,83.8323
"2024-11-22 09:34:30",3506,12.52,5.404,86.30702
"2024-11-22 09:34:40",3507,12.52,5.445,90.32045
"2024-11-22 09:34:50",3508,12.51,5.486,91.39767
"2024-11-22 09:35:00",3509,12.5,5.528,96.13071
"2024-11-22 09:35:10",3510,12.51,5.57,98.96378
"2024-11-22 09:35:20",3511,12.5,5.612,101.4878
"2024-11-22 09:35:30",3512,12.49,5.653,103.9632
"2024-11-22 09:35:40",3513,12.5,5.694,106.4967
"2024-11-22 09:35:50",3514,12.49,5.735,109.0946
"2024-11-22 09:36:00",3515,12.48,5.776,111.5777
"2024-11-22 09:36:10",3516,12.49,5.816,114.1189
"2024-11-22 09:36:20",3517,12.49,5.856,116.7074
"2024-11-22 09:36:30",3518,12.48,5.895,119.1906
"2024-11-22 09:36:40",3519,12.48,5.935,121.6646
"2024-11-22 09:36:50",3520,12.48,5.974,124.2729
"2024-11-22 09:37:00",3521,12.46,6.014,129.2782
"2024-11-22 09:37:10",3522,12.48,6.054,131.7726
"2024-11-22 09:37:20",3523,12.47,6.093,134.3817
"2024-11-22 09:37:30",3524,12.47,6.133,136.8452
"2024-11-22 09:37:40",3525,12.47,6.173,139.3837
"2024-11-22 09:37:50",3526,12.47,6.215,141.9154
"2024-11-22 09:38:00",3527,12.46,6.256,144.4076
"2024-11-22 09:38:10",3528,12.47,6.297,149.4781
"2024-11-22 09:38:20",3529,12.47,6.339,152.0698
"2024-11-22 09:38:30",3530,12.46,6.381,154.5597
"2024-11-22 09:38:40",3531,12.47,6.423,159.6184
"2024-11-22 09:38:50",3532,12.46,6.465,162.1669
"2024-11-22 09:39:00",3533,12.46,6.508,164.6458
"2024-11-22 09:39:10",3534,12.46,6.553,167.1765
"2024-11-22 09:39:20",3535,12.46,6.597,169.7748
"2024-11-22 09:39:30",3536,12.46,6.641,172.1955
"2024-11-22 09:39:40",3537,12.46,6.687,174.7516
"2024-11-22 09:39:50",3538,12.46,6.733,177.3541
"2024-11-22 09:40:00",3539,12.45,6.78,181.9799
"2024-11-22 09:40:10",3540,12.46,6.828,182.2889
"2024-11-22 09:40:20",3541,12.46,6.875,187.4339
"2024-11-22 09:40:30",3542,12.45,6.925,189.9126
"2024-11-22 09:40:40",3543,12.46,6.975,192.4228
"2024-11-22 09:40:50",3544,12.46,7.024,195.0381
"2024-11-22 09:41:00",3545,12.45,7.074,197.5339
"2024-11-22 09:41:10",3546,12.45,7.124,200.0447
"2024-11-22 09:41:20",3547,12.46,7.174,202.5891
"2024-11-22 09:41:30",3548,12.45,7.223,205.0844
"2024-11-22 09:41:40",3549,12.45,7.272,207.5708
"2024-11-22 09:41:50",3550,12.46,7.319,210.1801
"2024-11-22 09:42:00",3551,12.45,7.366,212.6868
"2024-11-22 09:42:10",3552,12.45,7.412,215.1839
"2024-11-22 09:42:20",3553,12.45,7.457,217.793
"2024-11-22 09:42:30",3554,12.45,7.5,220.2627
"2024-11-22 09:42:40",3555,12.45,7.543,222.6863
"2024-11-22 09:42:50",3556,12.45,7.585,225.3211
"2024-11-22 09:43:00",3557,12.45,7.625,225.2702
"2024-11-22 09:43:10",3558,12.45,7.665,227.7802
"2024-11-22 09:43:20",3559,12.45,7.704,230.3882
"2024-11-22 09:43:30",3560,12.45,7.742,232.868
"2024-11-22 09:43:40",3561,12.45,7.779,235.395
"2024-11-22 09:43:50",3562,12.45,7.816,237.9886
"2024-11-22 09:44:00",3563,12.45,7.852,242.9542
"2024-11-22 09:44:10",3564,12.45,7.888,242.9187
"2024-11-22 09:44:20",3565,12.44,7.922,245.5485
"2024-11-22 09:44:30",3566,12.44,7.956,248.0247
"2024-11-22 09:44:40",3567,12.45,7.99,250.551
"2024-11-22 09:44:50",3568,12.45,8.02,253.1288
"2024-11-22 09:45:00",3569,12.44,8.05,255.595
"2024-11-22 09:45:10",3570,12.45,8.09,258.1468
"2024-11-22 09:45:20",3571,12.45,8.12,260.7355
"2024-11-22 09:45:30",3572,12.44,8.15,263.1282
"2024-11-22 09:45:40",3573,12.45,8.18,265.6936
"2024-11-22 09:45:50",3574,12.45,8.21,268.2807
"2024-11-22 09:46:00",3575,12.44,8.24,270.6985
"2024-11-22 09:46:10",3576,12.45,8.27,273.2722
"2024-11-22 09:46:20",3577,12.45,8.3,275.8299
"2024-11-22 09:46:30",3578,12.44,8.33,278.3157
"2024-11-22 09:46:40",3579,12.45,8.37,278.3674
"2024-11-22 09:46:50",3580,12.44,8.4,280.9182
"2024-11-22 09:47:00",3581,12.44,8.43,283.2968
"2024-11-22 09:47:10",3582,12.45,8.46,285.9042
"2024-11-22 09:47:20",3583,12.44,8.49,285.893
"2024-11-22 09:47:30",3584,12.43,8.52,288.3665
"2024-11-22 09:47:40",3585,12.45,8.55,290.9709
"2024-11-22 09:47:50",3586,12.44,8.58,293.4744
"2024-11-22 09:48:00",3587,12.45,8.61,295.9802
"2024-11-22 09:48:10",3588,12.45,8.64,296.0202
"2024-11-22 09:48:20",3589,12.44,8.67,298.5217
"2024-11-22 09:48:30",3590,12.45,8.71,298.4959
"2024-11-22 09:48:40",3591,12.45,8.74,301.0707
"2024-11-22 09:48:50",3592,12.44,8.77,303.498
"2024-11-22 09:49:00",3593,12.45,8.8,306.0401
"2024-11-22 09:49:10",3594,12.44,8.83,308.6377
"2024-11-22 09:49:20",3595,12.44,8.86,308.8961
"2024-11-22 09:49:30",3596,12.45,8.89,311.1257
"2024-11-22 09:49:40",3597,12.44,8.92,313.6996
